MacMillan	7	24.20	-7.80	3.5	3500	5.81	5.88	0.00	0.96		1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							IAU1976	MacMillan
Macrobius	64	21.30	46.00	32.0	32000	55.04	51.48	37.38	33.71	4.05	3.65	2.732	17.16	3538.77	1.24	15.11		0.00	14.01	81.24	0.16	0.47	301.95	37.74	11.18	4.72	2.42	133.55	482.76	527.40	467.05	76.71	61.63	152.93	84.72	99.65	125.06	86.88	5.74	5.15	9.61	10.06	552.34	Lower Imbrian	3		GHM 1			VL1645  R1651	Macrobius
Macrobius C	10	20.80	45.00	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Macrobius C
Macrobius E	10	18.70	46.80	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Macrobius E
Macrobius F	11	22.50	48.50	5.5	5500	9.13	9.24	0.00	2.14		2.21	1.803	3.08	53.24	0.41	2.90		0.00	0.00	0.00	0.05	0.15	220.00	27.50	8.15	3.44	1.76	9.83	26.66	29.28	8.11	13.05	11.05	21.49	13.30	15.41	18.94	9.62	0.00	0.92	0.00	1.09	0.74							NLF?	Macrobius F
Macrobius K	12	21.50	40.20	6.0	6000	9.96	10.08	0.00	2.49	1.37	2.41	1.957	3.36	69.12	0.45	3.17		0.00	0.00	0.00	0.05	0.15	240.00	30.00	8.89	3.75	1.92	12.66	32.42	35.59	10.44	14.24	12.03	23.68	14.88	17.31	21.39	10.72	0.00	1.01	0.00	1.22	1.04							NLF?	Macrobius K
Macrobius M	42	25.00	41.00	21.0	21000	36.12	35.99	25.22	19.92		3.22	2.226	12.00	1337.47	1.05	10.63		0.95	8.31	32.30	0.12	0.35	221.09	27.64	8.19	3.45	1.77	68.73	293.67	321.23	215.43	50.22	40.85	95.64	50.86	58.94	72.45	51.32	4.01	3.60	5.51	6.33	139.18							NLF?	Macrobius M
Macrobius N	5	22.80	40.80	2.5	2500	4.15	4.20	0.00	0.53	0.90	1.00	0.859	1.40	5.00	0.18	1.31		0.00	0.00	0.00	0.03	0.09	100.00	12.50	3.70	1.56	0.80	0.80	3.64	4.01	0.66	5.90	5.12	8.93	4.83	5.39	6.28	3.59	0.00	0.42	0.00	0.39	0.04							NLF?	Macrobius N
Macrobius P	18	23.00	39.50	9.0	9000	15.48	17.51	11.42	5.09		2.49	1.720	5.84	0.00	0.75	5.23		0.18	2.09	5.05	0.07	0.20	118.10	14.76	4.37	1.85	0.94	12.55	75.08	82.34	31.57	21.41	17.87	37.20	18.22	20.50	24.16	17.80	0.00	1.75	0.00	2.49	8.70							NLF?	Macrobius P
Macrobius Q	9	20.40	47.60	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Macrobius Q
Macrobius S	26	23.30	49.60	13.0	13000	22.36	23.94	16.11	10.94		2.78	1.924	7.98	441.74	0.87	7.12		0.37	4.16	11.30	0.09	0.26	155.04	19.38	5.74	2.42	1.24	28.00	144.71	158.52	77.46	31.00	25.58	56.05	28.45	32.42	38.92	28.18	0.00	2.39	0.00	3.74	28.97							NLF?	Macrobius S
Macrobius T	29	23.80	48.60	14.5	14500	24.94	26.27	17.84	12.54		2.88	1.989	8.76	568.48	0.90	7.80		0.46	4.94	14.35	0.09	0.28	168.09	21.01	6.23	2.63	1.34	34.85	172.47	188.87	99.19	34.60	28.46	63.30	32.47	37.14	44.83	32.30	2.93	2.63	2.94	4.21	41.42							NLF?	Macrobius T
Macrobius U	6	25.00	42.80	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Macrobius U
Macrobius V	5	25.40	43.30	2.5	2500	4.15	4.20	0.00	0.53	0.86	1.00	0.859	1.40	5.00	0.18	1.31		0.00	0.00	0.00	0.03	0.09	100.00	12.50	3.70	1.56	0.80	0.80	3.64	4.01	0.66	5.90	5.12	8.93	4.83	5.39	6.28	3.59	0.00	0.42	0.00	0.39	0.04							NLF?	Macrobius V
Macrobius W	26	24.80	44.60	13.0	13000	22.36	23.94	16.11	10.94		2.78	1.924	7.98	441.74	0.87	7.12		0.37	4.16	11.30	0.09	0.26	155.04	19.38	5.74	2.42	1.24	28.00	144.71	158.52	77.46	31.00	25.58	56.05	28.45	32.42	38.92	28.18	0.00	2.39	0.00	3.74	28.97							NLF?	Macrobius W
Macrobius X	4	23.00	42.20	2.0	2000	3.32	3.36	0.00	0.36	0.61	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Macrobius X
Macrobius Y	5	23.60	42.20	2.5	2500	4.15	4.20	0.00	0.53		1.00	0.859	1.40	5.00	0.18	1.31		0.00	0.00	0.00	0.03	0.09	100.00	12.50	3.70	1.56	0.80	0.80	3.64	4.01	0.66	5.90	5.12	8.93	4.83	5.39	6.28	3.59	0.00	0.42	0.00	0.39	0.04							NLF?	Macrobius Y
Macrobius Z	5	24.30	42.60	2.5	2500	4.15	4.20	0.00	0.53	0.95	1.00	0.859	1.40	5.00	0.18	1.31		0.00	0.00	0.00	0.03	0.09	100.00	12.50	3.70	1.56	0.80	0.80	3.64	4.01	0.66	5.90	5.12	8.93	4.83	5.39	6.28	3.59	0.00	0.42	0.00	0.39	0.04							NLF?	Macrobius Z
Madler	27	-11.00	29.80	13.5	13500	23.22	24.72	16.69	11.47	2.67	2.82	1.946	8.24	481.98	0.88	7.34	0.60	0.40	4.42	12.27	0.09	0.26	159.43	19.93	5.90	2.49	1.28	30.23	153.91	168.58	84.46	32.20	26.54	58.46	29.78	33.98	40.87	29.54	0.00	2.47	0.00	3.90	32.78							VL1645  S1878	Madler
Madler A	5	-9.50	29.80	2.5	2500	4.15	4.20	0.00	0.53		1.00	0.859	1.40	5.00	0.18	1.31		0.00	0.00	0.00	0.03	0.09	100.00	12.50	3.70	1.56	0.80	0.80	3.64	4.01	0.66	5.90	5.12	8.93	4.83	5.39	6.28	3.59	0.00	0.42	0.00	0.39	0.04							NLF?	Madler A
Madler D	4	-12.60	31.10	2.0	2000	3.32	3.36	0.00	0.36		0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Madler D
Maestlin	7	4.90	-40.60	3.5	3500	5.81	5.88	0.00	0.96		1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13	Copernican	6	Not so sure	I355			S1878   S1878	Maestlin
Maestlin G	4	2.00	-42.10	2.0	2000	3.32	3.36	0.00	0.36	0.67	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02	Eratosthenian	5		GHM 1			NLF?	Maestlin G
Maestlin H	7	4.70	-43.50	3.5	3500	5.81	5.88	0.00	0.96	1.37	1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13	Eratosthenian	5	Not so sure	I355			NLF?	Maestlin H
Maestlin R	61	3.50	-41.50	30.5	30500	52.46	49.42	35.74	31.75		3.60	2.719	16.47	3167.30	1.22	14.52		0.00	13.23	73.13	0.15	0.45	291.41	36.43	10.79	4.55	2.33	124.46	458.57	501.05	429.88	73.10	58.81	144.96	79.93	93.86	117.52	81.82	5.51	4.94	9.06	9.54	472.03	pre-Nectarian	1		W&B09			NLF?	Maestlin R
Magelhaens	40	-11.90	44.10	20.0	20000	34.40	34.53	24.09	18.74		3.17	2.193	11.51	1194.91	1.03	10.20		0.86	7.79	29.02	0.11	0.34	213.25	26.66	7.90	3.33	1.71	63.19	275.26	301.14	195.56	47.81	38.95	90.58	47.94	55.46	68.01	48.28	3.85	3.45	5.13	6.00	118.64	Nectarian	2		PC			M1834   M1834	Magelhaens
Magelhaens A	32	-12.60	45.00	16.0	16000	27.52	28.56	19.56	14.18		2.96	2.049	9.52	713.63	0.94	8.46		0.55	5.72	17.80	0.10	0.29	180.79	22.60	6.70	2.82	1.45	42.13	200.55	219.55	123.05	38.20	31.33	70.64	36.59	41.99	50.93	36.53	3.18	2.86	3.55	4.69	57.16	Upper Imbrian	4	Possibly Nectarian	W&B09	Upper Imbrian in GHM 2 		NLF?	Magelhaens A
Maginus	194	-50.50	-6.30	97.0	97000	166.84	132.14	105.39	0.00		5.10	3.053	44.05	0.00	1.93	38.19		0.00	0.00	0.00	0.00	0.00	686.02	85.75	25.41	10.72	5.49	511.10	1189.56	1295.25	2384.79	234.09	181.90	526.23	324.67	397.09	526.39	347.50	19.03	13.21	33.17	34.01	20811.92	pre-Nectarian	1	Typical 	GHM 1			VL1645  R1651	Maginus
Maginus A	14	-48.80	-4.40	7.0	7000	11.62	11.76	0.00	3.27		2.82	2.262	3.92	0.00	0.52	3.70		0.00	0.00	0.00	0.06	0.17	280.00	35.00	10.37	4.38	2.24	19.55	45.25	49.66	16.13	16.63	13.98	28.12	18.14	21.26	26.54	13.00	0.00	1.18	0.00	1.49	1.88							NLF?	Maginus A
Maginus B	12	-52.40	-6.20	6.0	6000	9.96	10.08	0.00	2.49		2.41	1.957	3.36	69.12	0.45	3.17		0.00	0.00	0.00	0.05	0.15	240.00	30.00	8.89	3.75	1.92	12.66	32.42	35.59	10.44	14.24	12.03	23.68	14.88	17.31	21.39	10.72	0.00	1.01	0.00	1.22	1.04							NLF?	Maginus B
Maginus C	42	-51.70	-9.40	21.0	21000	36.12	35.99	25.22	19.92		3.22	2.226	12.00	1337.47	1.05	10.63		0.95	8.31	32.30	0.12	0.35	221.09	27.64	8.19	3.45	1.77	68.73	293.67	321.23	215.43	50.22	40.85	95.64	50.86	58.94	72.45	51.32	4.01	3.60	5.51	6.33	139.18	Nectarian	2		PC			NLF?	Maginus C
Maginus D	40	-47.90	-2.20	20.0	20000	34.40	34.53	24.09	18.74		3.17	2.193	11.51	1194.91	1.03	10.20		0.86	7.79	29.02	0.11	0.34	213.25	26.66	7.90	3.33	1.71	63.19	275.26	301.14	195.56	47.81	38.95	90.58	47.94	55.46	68.01	48.28	3.85	3.45	5.13	6.00	118.64							NLF?	Maginus D
Maginus E	37	-49.00	-1.40	18.5	18500	31.82	32.31	22.40	17.00		3.10	2.142	10.77	997.98	1.00	9.56		0.74	7.01	24.47	0.11	0.32	201.30	25.16	7.46	3.15	1.61	55.06	247.39	270.71	166.98	44.21	36.10	83.04	43.62	50.32	61.48	43.80	3.60	3.23	4.54	5.51	91.92							NLF?	Maginus E
Maginus F	18	-48.90	-8.20	9.0	9000	15.48	17.51	11.42	5.09		2.49	1.720	5.84	0.00	0.75	5.23		0.18	2.09	5.05	0.07	0.20	118.10	14.76	4.37	1.85	0.94	12.55	75.08	82.34	31.57	21.41	17.87	37.20	18.22	20.50	24.16	17.80	0.00	1.75	0.00	2.49	8.70							NLF?	Maginus F
Maginus G	23	-48.00	-7.60	11.5	11500	19.78	21.57	14.36	9.39		2.68	1.853	7.19	332.79	0.82	6.42		0.29	3.39	8.64	0.08	0.24	141.59	17.70	5.24	2.21	1.13	21.67	117.59	128.86	58.08	27.40	22.70	48.89	24.52	27.82	33.20	24.18	0.00	2.16	0.00	3.27	19.40							NLF?	Maginus G
Maginus H	15	-52.50	-10.00	7.5	7500	12.45	15.00	9.63	3.69		2.36	2.414	5.00	0.00	0.56	3.97		0.00	0.00	0.00	0.06	0.18	300.00	37.50	11.11	4.69	2.40	23.62	52.24	57.32	19.48	17.82	14.96	30.36	14.61	16.33	19.08	14.17	0.00	1.50	0.00	2.04	4.79							NLF?	Maginus H
Maginus J	8	-49.90	-2.80	4.0	4000	6.64	6.72	0.00	1.22		1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							NLF?	Maginus J
Maginus K	31	-47.40	-3.90	15.5	15500	26.66	27.80	18.99	13.63		2.93	2.029	9.27	663.17	0.93	8.24		0.52	5.46	16.61	0.10	0.29	176.59	22.07	6.54	2.76	1.41	39.66	191.17	209.30	114.87	37.00	30.37	68.18	35.21	40.36	48.88	35.11	3.10	2.78	3.35	4.53	51.52							NLF?	Maginus K
Maginus L	11	-49.20	-8.90	5.5	5500	9.13	9.24	0.00	2.14		2.21	1.803	3.08	53.24	0.41	2.90		0.00	0.00	0.00	0.05	0.15	220.00	27.50	8.15	3.44	1.76	9.83	26.66	29.28	8.11	13.05	11.05	21.49	13.30	15.41	18.94	9.62	0.00	0.92	0.00	1.09	0.74							NLF?	Maginus L
Maginus M	10	-50.40	-9.30	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Maginus M
Maginus N	24	-48.50	-9.00	12.0	12000	20.64	22.37	14.95	9.90		2.72	1.877	7.46	367.17	0.84	6.66		0.31	3.65	9.48	0.08	0.24	146.12	18.27	5.41	2.28	1.17	23.71	126.53	138.64	64.26	28.60	23.66	51.27	25.82	29.34	35.08	25.50	0.00	2.24	0.00	3.42	22.30							NLF?	Maginus N
Maginus O	12	-50.60	-12.60	6.0	6000	9.96	10.08	0.00	2.49		2.41	1.957	3.36	69.12	0.45	3.17		0.00	0.00	0.00	0.05	0.15	240.00	30.00	8.89	3.75	1.92	12.66	32.42	35.59	10.44	14.24	12.03	23.68	14.88	17.31	21.39	10.72	0.00	1.01	0.00	1.22	1.04							NLF?	Maginus O
Maginus P	10	-50.70	-11.80	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Maginus P
Maginus Q	9	-50.80	-2.30	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Maginus Q
Maginus R	9	-48.90	-10.40	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Maginus R
Maginus S	13	-49.70	-1.40	6.5	6500	10.79	10.92	0.00	2.87		2.61	2.110	3.64	0.00	0.49	3.44		0.00	0.00	0.00	0.05	0.16	260.00	32.50	9.63	4.06	2.08	15.90	38.63	42.40	13.11	15.43	13.01	25.89	16.49	19.26	23.93	11.85	0.00	1.09	0.00	1.35	1.41							NLF?	Maginus S
Maginus T	6	-52.30	-7.10	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Maginus T
Maginus U	9	-47.40	-8.20	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Maginus U
Maginus V	9	-49.30	-7.30	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Maginus V
Maginus W	8	-49.30	-7.80	4.0	4000	6.64	6.72	0.00	1.22		1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							NLF?	Maginus W
Maginus X	7	-51.30	-7.60	3.5	3500	5.81	5.88	0.00	0.96		1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Maginus X
Maginus Y	7	-51.80	-9.10	3.5	3500	5.81	5.88	0.00	0.96		1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Maginus Y
Maginus Z	18	-50.20	-3.60	9.0	9000	15.48	17.51	11.42	5.09		2.49	1.720	5.84	0.00	0.75	5.23		0.18	2.09	5.05	0.07	0.20	118.10	14.76	4.37	1.85	0.94	12.55	75.08	82.34	31.57	21.41	17.87	37.20	18.22	20.50	24.16	17.80	0.00	1.75	0.00	2.49	8.70							NLF?	Maginus Z
Main	46	80.80	10.10	23.0	23000	39.56	38.88	27.46	22.32		3.31	2.288	12.96	1650.24	1.09	11.47		1.13	9.34	39.42	0.12	0.37	236.49	29.56	8.76	3.70	1.89	80.07	329.97	360.84	256.97	55.03	44.65	105.85	56.79	66.02	81.52	57.50	4.33	3.89	6.28	7.00	187.44							NLF	Main
Main L	14	81.70	23.20	7.0	7000	11.62	11.76	0.00	3.27		2.82	2.262	3.92	0.00	0.52	3.70		0.00	0.00	0.00	0.06	0.17	280.00	35.00	10.37	4.38	2.24	19.55	45.25	49.66	16.13	16.63	13.98	28.12	18.14	21.26	26.54	13.00	0.00	1.18	0.00	1.49	1.88							NLF?	Main L
Main N	11	82.30	22.00	5.5	5500	9.13	9.24	0.00	2.14		2.21	1.803	3.08	53.24	0.41	2.90		0.00	0.00	0.00	0.05	0.15	220.00	27.50	8.15	3.44	1.76	9.83	26.66	29.28	8.11	13.05	11.05	21.49	13.30	15.41	18.94	9.62	0.00	0.92	0.00	1.09	0.74							NLF?	Main N
Mairan	40	41.60	-43.40	20.0	20000	34.40	34.53	24.09	18.74		3.17	2.193	11.51	1194.91	1.03	10.20		0.86	7.79	29.02	0.11	0.34	213.25	26.66	7.90	3.33	1.71	63.19	275.26	301.14	195.56	47.81	38.95	90.58	47.94	55.46	68.01	48.28	3.85	3.45	5.13	6.00	118.64	Upper Imbrian	4		GHM 1			VL1645  S1791	Mairan
Mairan A	16	38.60	-38.80	8.0	8000	13.28	15.85	10.23	4.14		2.41	2.565	5.28	0.00	0.60	4.24		0.00	0.00	0.00	0.06	0.19	108.25	13.53	4.01	1.69	0.87	9.50	59.56	65.34	23.18	19.02	15.93	32.63	15.80	17.70	20.74	15.36	0.00	1.58	0.00	2.19	5.92							NLF?	Mairan A
Mairan C	7	38.60	-46.00	3.5	3500	5.81	5.88	0.00	0.96		1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Mairan C
Mairan D	10	40.90	-45.40	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Mairan D
Mairan E	6	37.80	-37.20	3.0	3000	4.98	5.04	0.00	0.73	1.14	1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Mairan E
Mairan F	9	40.30	-45.10	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Mairan F
Mairan G	6	40.90	-50.80	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Mairan G
Mairan H	5	39.30	-40.00	2.5	2500	4.15	4.20	0.00	0.53		1.00	0.859	1.40	5.00	0.18	1.31		0.00	0.00	0.00	0.03	0.09	100.00	12.50	3.70	1.56	0.80	0.80	3.64	4.01	0.66	5.90	5.12	8.93	4.83	5.39	6.28	3.59	0.00	0.42	0.00	0.39	0.04							NLF?	Mairan H
Mairan K	6	40.80	-41.00	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Mairan K
Mairan L	6	39.00	-43.20	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Mairan L
Mairan N	6	39.20	-45.50	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Mairan N
Mairan T	3	41.70	-48.30	1.5	1500	2.49	2.52	0.00	0.22		0.59	0.531	0.84	1.08	0.11	0.78		0.00	0.00	0.00	0.02	0.06	60.00	7.50	2.22	0.94	0.48	0.13	0.85	0.93	0.11	3.53	3.11	5.05	2.50	2.73	3.07	1.90	0.00	0.25	0.00	0.20	0.00							NLF?	Mairan T
Mairan Y	7	42.70	-44.00	3.5	3500	5.81	5.88	0.00	0.96		1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Mairan Y
Maksutov	83	-40.50	-168.70	41.5	41500	71.38	64.21	47.66	46.64		3.95	2.804	21.40	6451.30	1.38	18.78		0.00	18.93	143.56	0.18	0.55	366.00	45.75	13.56	5.72	2.93	191.52	624.42	681.63	716.61	99.64	79.43	204.31	116.08	137.79	175.16	120.24	7.16	6.42	12.97	13.38	1293.20	Upper Imbrian	4		GHM 2			IAU1970	Maksutov
Maksutov U	21	-40.10	-170.90	10.5	10500	18.06	19.97	13.19	8.38		2.61	1.803	6.66	269.71	0.80	5.95		0.24	2.87	7.08	0.07	0.22	132.38	16.55	4.90	2.07	1.06	17.79	100.08	109.70	46.56	25.00	20.77	44.18	21.96	24.84	29.51	21.58	0.00	2.00	0.00	2.96	14.40							AW82	Maksutov U
Malapert	69	-84.90	12.90	34.5	34500	59.34	54.88	40.11	37.03		3.73	2.753	18.29	4210.35	1.28	16.09		0.00	15.30	95.79	0.16	0.49	319.24	39.90	11.82	4.99	2.55	148.76	521.93	570.06	530.53	82.75	66.32	166.30	92.80	109.44	137.87	95.45	6.12	5.49	10.50	10.92	706.50	pre-Nectarian	1		W&B09			VL1645  NLF	Malapert
Malapert A	24	-80.40	-3.40	12.0	12000	20.64	22.37	14.95	9.90		2.72	1.877	7.46	367.17	0.84	6.66		0.31	3.65	9.48	0.08	0.24	146.12	18.27	5.41	2.28	1.17	23.71	126.53	138.64	64.26	28.60	23.66	51.27	25.82	29.34	35.08	25.50	0.00	2.24	0.00	3.42	22.30							NLF?	Malapert A
Malapert B	37	-79.10	-2.40	18.5	18500	31.82	32.31	22.40	17.00		3.10	2.142	10.77	997.98	1.00	9.56		0.74	7.01	24.47	0.11	0.32	201.30	25.16	7.46	3.15	1.61	55.06	247.39	270.71	166.98	44.21	36.10	83.04	43.62	50.32	61.48	43.80	3.60	3.23	4.54	5.51	91.92							NLF?	Malapert B
Malapert C	40	-81.50	10.50	20.0	20000	34.40	34.53	24.09	18.74		3.17	2.193	11.51	1194.91	1.03	10.20		0.86	7.79	29.02	0.11	0.34	213.25	26.66	7.90	3.33	1.71	63.19	275.26	301.14	195.56	47.81	38.95	90.58	47.94	55.46	68.01	48.28	3.85	3.45	5.13	6.00	118.64							NLF?	Malapert C
Malapert E	17	-84.30	21.20	8.5	8500	14.11	16.68	10.83	4.60		2.45	2.716	5.56	0.00	0.73	4.99		0.16	1.83	4.46	0.06	0.19	113.21	14.15	4.19	1.77	0.91	10.98	67.19	73.69	27.21	20.22	16.90	34.91	17.00	19.09	22.44	16.57	0.00	1.67	0.00	2.34	7.21							NLF?	Malapert E
