Campbell N	23	43.20	152.30	11.5	11500	19.78	21.57	14.36	9.39		2.68	1.853	7.19	332.79	0.82	6.42		0.29	3.39	8.64	0.08	0.24	141.59	17.70	5.24	2.21	1.13	21.67	117.59	128.86	58.08	27.40	22.70	48.89	24.52	27.82	33.20	24.18	0.00	2.16	0.00	3.27	19.40							AW82	Campbell N
Campbell X	24	47.70	149.40	12.0	12000	20.64	22.37	14.95	9.90		2.72	1.877	7.46	367.17	0.84	6.66		0.31	3.65	9.48	0.08	0.24	146.12	18.27	5.41	2.28	1.17	23.71	126.53	138.64	64.26	28.60	23.66	51.27	25.82	29.34	35.08	25.50	0.00	2.24	0.00	3.42	22.30							AW82	Campbell X
Campbell Z	28	48.80	152.90	14.0	14000	24.08	25.50	17.26	12.00		2.85	1.968	8.50	524.22	0.89	7.57		0.43	4.68	13.29	0.09	0.27	163.78	20.47	6.07	2.56	1.31	32.51	163.17	178.70	91.70	33.40	27.50	60.87	31.12	35.55	42.84	30.91	2.84	2.55	2.74	4.05	36.92	Lower Imbrian	3		GHM 2			AW82	Campbell Z
Cannizzaro	56	55.60	-99.60	28.0	28000	48.16	45.96	33.00	28.53		3.51	2.429	15.32	2599.51	1.18	13.51		0.00	11.93	60.64	0.14	0.43	273.54	34.19	10.13	4.27	2.19	109.43	417.12	455.87	369.65	67.07	54.10	131.79	72.07	84.37	105.19	73.53	5.12	4.60	8.15	8.68	356.80							IAU1970	Cannizzaro
Cannon	56	19.90	81.40	28.0	28000	48.16	45.96	33.00	28.53		3.51	2.429	15.32	2599.51	1.18	13.51		0.00	11.93	60.64	0.14	0.43	273.54	34.19	10.13	4.27	2.19	109.43	417.12	455.87	369.65	67.07	54.10	131.79	72.07	84.37	105.19	73.53	5.12	4.60	8.15	8.68	356.80	Nectarian	2	Older than Crisium Basin, possibly pre-Nectarian 	PC			RLA1963 IAU1964	Cannon
Cannon B	31	17.50	80.00	15.5	15500	26.66	27.80	18.99	13.63		2.93	2.029	9.27	663.17	0.93	8.24		0.52	5.46	16.61	0.10	0.29	176.59	22.07	6.54	2.76	1.41	39.66	191.17	209.30	114.87	37.00	30.37	68.18	35.21	40.36	48.88	35.11	3.10	2.78	3.35	4.53	51.52							RLA1963?	Cannon B
Cannon E	22	19.20	79.10	11.0	11000	18.92	20.77	13.78	8.88		2.65	1.828	6.92	300.31	0.81	6.19		0.26	3.13	7.84	0.08	0.23	137.01	17.13	5.07	2.14	1.10	19.69	108.76	119.20	52.17	26.20	21.73	46.53	23.24	26.32	31.34	22.87	0.00	2.08	0.00	3.11	16.77							RLA1963?	Cannon E
Cantor	81	38.20	118.60	40.5	40500	69.66	62.90	46.59	45.24		3.92	2.797	20.97	6097.86	1.36	18.40		0.00	18.41	136.09	0.18	0.54	359.46	44.93	13.31	5.62	2.88	185.41	610.39	666.37	689.38	97.23	77.56	198.84	112.70	133.66	169.71	116.63	7.01	6.29	12.62	13.03	1193.98	Upper Imbrian	4		GHM 2			IAU1970	Cantor
Cantor C	21	39.50	120.30	10.5	10500	18.06	19.97	13.19	8.38		2.61	1.803	6.66	269.71	0.80	5.95		0.24	2.87	7.08	0.07	0.22	132.38	16.55	4.90	2.07	1.06	17.79	100.08	109.70	46.56	25.00	20.77	44.18	21.96	24.84	29.51	21.58	0.00	2.00	0.00	2.96	14.40							AW82	Cantor C
Cantor T	23	37.90	113.40	11.5	11500	19.78	21.57	14.36	9.39		2.68	1.853	7.19	332.79	0.82	6.42		0.29	3.39	8.64	0.08	0.24	141.59	17.70	5.24	2.21	1.13	21.67	117.59	128.86	58.08	27.40	22.70	48.89	24.52	27.82	33.20	24.18	0.00	2.16	0.00	3.27	19.40							AW82	Cantor T
Capella	49	-7.50	35.00	24.5	24500	42.14	41.03	29.13	24.15	3.50	3.37	2.332	13.68	1909.55	1.12	12.09		1.28	10.12	45.27	0.13	0.39	247.81	30.98	9.18	3.87	1.98	88.75	356.69	389.98	289.55	58.64	47.49	113.57	61.30	71.43	88.47	62.22	4.57	4.10	6.84	7.50	230.49	Nectarian	2		PC			VL1645  R1651	Capella
Capella A	13	-7.60	37.20	6.5	6500	10.79	10.92	0.00	2.87	2.23	2.61	2.110	3.64	0.00	0.49	3.44		0.00	0.00	0.00	0.05	0.16	260.00	32.50	9.63	4.06	2.08	15.90	38.63	42.40	13.11	15.43	13.01	25.89	16.49	19.26	23.93	11.85	0.00	1.09	0.00	1.35	1.41							NLF?	Capella A
Capella B	10	-9.40	36.80	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Capella B
Capella C	11	-5.70	36.30	5.5	5500	9.13	9.24	0.00	2.14		2.21	1.803	3.08	53.24	0.41	2.90		0.00	0.00	0.00	0.05	0.15	220.00	27.50	8.15	3.44	1.76	9.83	26.66	29.28	8.11	13.05	11.05	21.49	13.30	15.41	18.94	9.62	0.00	0.92	0.00	1.09	0.74							NLF?	Capella C
Capella D	8	-6.70	37.60	4.0	4000	6.64	6.72	0.00	1.22	1.43	1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							NLF?	Capella D
Capella E	16	-7.50	37.70	8.0	8000	13.28	15.85	10.23	4.14		2.41	2.565	5.28	0.00	0.60	4.24		0.00	0.00	0.00	0.06	0.19	108.25	13.53	4.01	1.69	0.87	9.50	59.56	65.34	23.18	19.02	15.93	32.63	15.80	17.70	20.74	15.36	0.00	1.58	0.00	2.19	5.92							NLF?	Capella E
Capella F	14	-9.20	35.40	7.0	7000	11.62	11.76	0.00	3.27		2.82	2.262	3.92	0.00	0.52	3.70		0.00	0.00	0.00	0.06	0.17	280.00	35.00	10.37	4.38	2.24	19.55	45.25	49.66	16.13	16.63	13.98	28.12	18.14	21.26	26.54	13.00	0.00	1.18	0.00	1.49	1.88							NLF?	Capella F
Capella G	12	-6.80	36.90	6.0	6000	9.96	10.08	0.00	2.49	1.41	2.41	1.957	3.36	69.12	0.45	3.17		0.00	0.00	0.00	0.05	0.15	240.00	30.00	8.89	3.75	1.92	12.66	32.42	35.59	10.44	14.24	12.03	23.68	14.88	17.31	21.39	10.72	0.00	1.01	0.00	1.22	1.04							NLF?	Capella G
Capella H	9	-8.10	37.40	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Capella H
Capella J	9	-9.40	36.00	4.5	4500	7.47	7.56	0.00	1.50	2.50	1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Capella J
Capella M	12	-4.40	37.00	6.0	6000	9.96	10.08	0.00	2.49	0.80	2.41	1.957	3.36	69.12	0.45	3.17		0.00	0.00	0.00	0.05	0.15	240.00	30.00	8.89	3.75	1.92	12.66	32.42	35.59	10.44	14.24	12.03	23.68	14.88	17.31	21.39	10.72	0.00	1.01	0.00	1.22	1.04							NLF?	Capella M
Capella R	7	-6.00	35.20	3.5	3500	5.81	5.88	0.00	0.96	1.23	1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Capella R
Capella T	6	-6.90	34.20	3.0	3000	4.98	5.04	0.00	0.73	1.08	1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Capella T
Capuanus	59	-34.10	-26.70	29.5	29500	50.74	48.04	34.65	30.45	1.60	3.56	2.710	16.01	2932.55	1.20	14.12		0.00	12.71	67.98	0.15	0.44	284.31	35.54	10.53	4.44	2.27	118.43	442.16	483.17	405.52	70.69	56.92	139.68	76.77	90.04	112.55	78.48	5.35	4.80	8.70	9.20	423.25	Nectarian	2	Partly covered by Imbrian ejecta 	PC			R1651   NLF	Capuanus
Capuanus A	13	-34.70	-25.60	6.5	6500	10.79	10.92	0.00	2.87	1.94	2.61	2.110	3.64	0.00	0.49	3.44		0.00	0.00	0.00	0.05	0.16	260.00	32.50	9.63	4.06	2.08	15.90	38.63	42.40	13.11	15.43	13.01	25.89	16.49	19.26	23.93	11.85	0.00	1.09	0.00	1.35	1.41							NLF?	Capuanus A
Capuanus B	11	-34.30	-27.70	5.5	5500	9.13	9.24	0.00	2.14		2.21	1.803	3.08	53.24	0.41	2.90		0.00	0.00	0.00	0.05	0.15	220.00	27.50	8.15	3.44	1.76	9.83	26.66	29.28	8.11	13.05	11.05	21.49	13.30	15.41	18.94	9.62	0.00	0.92	0.00	1.09	0.74							NLF?	Capuanus B
Capuanus C	10	-34.90	-25.30	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Capuanus C
Capuanus D	22	-36.40	-26.20	11.0	11000	18.92	20.77	13.78	8.88	1.28	2.65	1.828	6.92	300.31	0.81	6.19		0.26	3.13	7.84	0.08	0.23	137.01	17.13	5.07	2.14	1.10	19.69	108.76	119.20	52.17	26.20	21.73	46.53	23.24	26.32	31.34	22.87	0.00	2.08	0.00	3.11	16.77							NLF?	Capuanus D
Capuanus E	29	-37.50	-27.10	14.5	14500	24.94	26.27	17.84	12.54	1.55	2.88	1.989	8.76	568.48	0.90	7.80		0.46	4.94	14.35	0.09	0.28	168.09	21.01	6.23	2.63	1.34	34.85	172.47	188.87	99.19	34.60	28.46	63.30	32.47	37.14	44.83	32.30	2.93	2.63	2.94	4.21	41.42							NLF?	Capuanus E
Capuanus F	8	-36.90	-26.60	4.0	4000	6.64	6.72	0.00	1.22	1.15	1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							NLF?	Capuanus F
Capuanus H	4	-39.40	-27.20	2.0	2000	3.32	3.36	0.00	0.36	0.92	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Capuanus H
Capuanus K	9	-37.90	-26.50	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Capuanus K
Capuanus L	11	-38.30	-26.30	5.5	5500	9.13	9.24	0.00	2.14	1.48	2.21	1.803	3.08	53.24	0.41	2.90		0.00	0.00	0.00	0.05	0.15	220.00	27.50	8.15	3.44	1.76	9.83	26.66	29.28	8.11	13.05	11.05	21.49	13.30	15.41	18.94	9.62	0.00	0.92	0.00	1.09	0.74							NLF?	Capuanus L
Capuanus M	7	-37.50	-25.60	3.5	3500	5.81	5.88	0.00	0.96	1.01	1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Capuanus M
Capuanus P	78	-35.30	-28.30	39.0	39000	67.08	60.91	44.97	43.16		3.87	2.787	20.30	5588.76	1.34	17.83		0.00	17.63	125.29	0.18	0.53	349.56	43.69	12.95	5.46	2.80	176.25	588.98	643.07	648.91	93.61	74.75	190.65	107.66	127.52	161.61	111.26	6.79	6.09	12.10	12.50	1055.26							NLF?	Capuanus P
Cardanus	49	13.20	-72.50	24.5	24500	42.14	41.03	29.13	24.15		3.37	2.332	13.68	1909.55	1.12	12.09	0.76	1.28	10.12	45.27	0.13	0.39	247.81	30.98	9.18	3.87	1.98	88.75	356.69	389.98	289.55	58.64	47.49	113.57	61.30	71.43	88.47	62.22	4.57	4.10	6.84	7.50	230.49	Upper Imbrian	4	Typical 	GHM 1			R1651   R1651	Cardanus
Cardanus B	13	11.40	-73.80	6.5	6500	10.79	10.92	0.00	2.87		2.61	2.110	3.64	0.00	0.49	3.44		0.00	0.00	0.00	0.05	0.16	260.00	32.50	9.63	4.06	2.08	15.90	38.63	42.40	13.11	15.43	13.01	25.89	16.49	19.26	23.93	11.85	0.00	1.09	0.00	1.35	1.41							NLF?	Cardanus B
Cardanus C	14	11.30	-76.20	7.0	7000	11.62	11.76	0.00	3.27		2.82	2.262	3.92	0.00	0.52	3.70		0.00	0.00	0.00	0.06	0.17	280.00	35.00	10.37	4.38	2.24	19.55	45.25	49.66	16.13	16.63	13.98	28.12	18.14	21.26	26.54	13.00	0.00	1.18	0.00	1.49	1.88							NLF?	Cardanus C
Cardanus E	6	12.70	-70.70	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Cardanus E
Cardanus G	8	11.50	-74.90	4.0	4000	6.64	6.72	0.00	1.22		1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							NLF?	Cardanus G
Cardanus K	8	14.20	-76.80	4.0	4000	6.64	6.72	0.00	1.22		1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							NLF?	Cardanus K
Cardanus M	9	14.90	-77.10	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Cardanus M
Cardanus R	21	12.30	-73.40	10.5	10500	18.06	19.97	13.19	8.38		2.61	1.803	6.66	269.71	0.80	5.95		0.24	2.87	7.08	0.07	0.22	132.38	16.55	4.90	2.07	1.06	17.79	100.08	109.70	46.56	25.00	20.77	44.18	21.96	24.84	29.51	21.58	0.00	2.00	0.00	2.96	14.40							NLF?	Cardanus R
Carlini	10	33.70	-24.10	5.0	5000	8.30	8.40	0.00	1.80	2.20	2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							M1834   M1834	Carlini
Carlini A	7	35.40	-26.60	3.5	3500	5.81	5.88	0.00	0.96	1.34	1.40	1.178	1.96	13.72	0.26	1.84		0.00	0.00	0.00	0.04	0.11	140.00	17.50	5.19	2.19	1.12	2.44	8.90	9.79	2.01	8.28	7.11	12.99	7.44	8.44	10.06	5.46	0.00	0.59	0.00	0.61	0.13							NLF?	Carlini A
Carlini C	4	35.00	-22.90	2.0	2000	3.32	3.36	0.00	0.36	0.70	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Carlini C
Carlini D	9	33.00	-16.00	4.5	4500	7.47	7.56	0.00	1.50	1.73	1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Carlini D
Carlini E	1	31.60	-20.50	0.5	500	0.83	0.84	0.00	0.03		0.20	0.127	0.28	0.04	0.04	0.26		0.00	0.00	0.00	0.01	0.03	20.00	2.50	0.74	0.31	0.16	0.00	0.03	0.03	0.00	0.00	1.06	1.49	0.61	0.63	0.66	0.48	0.00	0.08	0.00	0.00	0.00							NLF?	Carlini E
Carlini G	4	32.60	-25.00	2.0	2000	3.32	3.36	0.00	0.36	0.79	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Carlini G
Carlini H	4	32.40	-24.40	2.0	2000	3.32	3.36	0.00	0.36	0.75	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Carlini H
Carlini K	4	31.10	-23.70	2.0	2000	3.32	3.36	0.00	0.36	0.68	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Carlini K
Carlini L	3	31.30	-24.80	1.5	1500	2.49	2.52	0.00	0.22	0.59	0.59	0.531	0.84	1.08	0.11	0.78		0.00	0.00	0.00	0.02	0.06	60.00	7.50	2.22	0.94	0.48	0.13	0.85	0.93	0.11	3.53	3.11	5.05	2.50	2.73	3.07	1.90	0.00	0.25	0.00	0.20	0.00							NLF?	Carlini L
Carlini S	4	37.90	-27.20	2.0	2000	3.32	3.36	0.00	0.36	0.79	0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							NLF?	Carlini S
Carlos	4	24.90	2.30	2.0	2000	3.32	3.36	0.00	0.36		0.79	0.696	1.12	2.56	0.15	1.04		0.00	0.00	0.00	0.02	0.07	80.00	10.00	2.96	1.25	0.64	0.37	1.95	2.15	0.31	4.72	4.12	6.96	3.62	4.00	4.59	2.72	0.00	0.34	0.00	0.30	0.02							X       IAU1976	Carlos
Carmichael	20	19.60	40.40	10.0	10000	17.20	19.16	12.61	7.89		2.57	1.776	6.39	240.97	0.78	5.71		0.22	2.61	6.36	0.07	0.22	127.68	15.96	4.73	2.00	1.02	15.96	91.55	100.37	41.25	23.81	19.80	41.84	20.70	23.37	27.70	20.30	0.00	1.92	0.00	2.80	12.28							VL1645  IAU1973	Carmichael
Carnot	126	52.30	-143.50	63.0	63000	108.36	91.56	70.41	0.00		4.48	2.924	30.52	16921.27	1.63	26.62		0.00	30.06	358.14	0.00	0.00	498.47	62.31	18.46	7.79	3.99	320.40	885.09	964.98	1336.31	151.65	119.37	325.33	192.48	231.86	300.88	202.62	11.96	9.16	20.20	21.17	5069.25	Nectarian	2	Maybe pre-Nectarian	GHM 1 PC			IAU1970	Carnot
Carnot F	35	52.50	-138.90	17.5	17500	30.10	30.82	21.27	15.86		3.04	2.106	10.27	877.76	0.97	9.12		0.66	6.50	21.66	0.10	0.31	193.19	24.15	7.16	3.02	1.55	49.78	228.69	250.29	148.82	41.80	34.19	78.06	40.78	46.96	57.20	40.86	3.43	3.08	4.15	5.18	76.64	Upper Imbrian	4	Possibly Lower Imbrian 	GHM 2			AW82	Carnot F
Carol	8	8.50	122.30	4.0	4000	6.64	6.72	0.00	1.22		1.60	1.336	2.24	20.48	0.30	2.10		0.00	0.00	0.00	0.04	0.12	160.00	20.00	5.93	2.50	1.28	3.73	12.48	13.71	3.08	9.47	8.10	15.07	8.83	10.08	12.13	6.46	0.00	0.67	0.00	0.72	0.22							X       IAU1979	Carol
Carpenter	59	69.40	-50.90	29.5	29500	50.74	48.04	34.65	30.45		3.56	2.710	16.01	2932.55	1.20	14.12	0.98	0.00	12.71	67.98	0.15	0.44	284.31	35.54	10.53	4.44	2.27	118.43	442.16	483.17	405.52	70.69	56.92	139.68	76.77	90.04	112.55	78.48	5.35	4.80	8.70	9.20	423.25	Copernican	6		GHM 2			R1651   NLF	Carpenter
Carpenter T	9	70.20	-58.30	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Carpenter T
Carpenter U	26	70.60	-57.00	13.0	13000	22.36	23.94	16.11	10.94		2.78	1.924	7.98	441.74	0.87	7.12		0.37	4.16	11.30	0.09	0.26	155.04	19.38	5.74	2.42	1.24	28.00	144.71	158.52	77.46	31.00	25.58	56.05	28.45	32.42	38.92	28.18	0.00	2.39	0.00	3.74	28.97							NLF?	Carpenter U
Carpenter V	6	71.80	-54.10	3.0	3000	4.98	5.04	0.00	0.73		1.20	1.019	1.68	8.64	0.22	1.57		0.00	0.00	0.00	0.03	0.10	120.00	15.00	4.44	1.88	0.96	1.47	5.96	6.55	1.22	7.09	6.12	10.94	6.10	6.87	8.11	4.51	0.00	0.50	0.00	0.50	0.07							NLF?	Carpenter V
Carpenter W	10	72.30	-59.80	5.0	5000	8.30	8.40	0.00	1.80		2.01	1.648	2.80	40.00	0.37	2.64		0.00	0.00	0.00	0.05	0.14	200.00	25.00	7.41	3.13	1.60	7.41	21.39	23.49	6.11	11.85	10.07	19.33	11.77	13.57	16.57	8.54	0.00	0.84	0.00	0.96	0.51							NLF?	Carpenter W
Carpenter Y	9	71.90	-62.70	4.5	4500	7.47	7.56	0.00	1.50		1.80	1.493	2.52	29.16	0.33	2.37		0.00	0.00	0.00	0.04	0.13	180.00	22.50	6.67	2.81	1.44	5.38	16.65	18.29	4.44	10.66	9.08	17.19	10.28	11.79	14.30	7.48	0.00	0.76	0.00	0.84	0.34							NLF?	Carpenter Y
Carrel	15	10.70	26.70	7.5	7500	12.45	15.00	9.63	3.69		2.36	2.414	5.00	0.00	0.56	3.97		0.00	0.00	0.00	0.06	0.18	300.00	37.50	11.11	4.69	2.40	23.62	52.24	57.32	19.48	17.82	14.96	30.36	14.61	16.33	19.08	14.17	0.00	1.50	0.00	2.04	4.79							IAU1979	Carrel
Carrillo	16	-2.20	80.90	8.0	8000	13.28	15.85	10.23	4.14		2.41	2.565	5.28	0.00	0.60	4.24		0.00	0.00	0.00	0.06	0.19	108.25	13.53	4.01	1.69	0.87	9.50	59.56	65.34	23.18	19.02	15.93	32.63	15.80	17.70	20.74	15.36	0.00	1.58	0.00	2.19	5.92							IAU1979	Carrillo
Carrington	30	44.00	62.10	15.0	15000	25.80	27.04	18.41	13.08		2.91	2.009	9.01	614.79	0.92	8.02		0.49	5.20	15.46	0.09	0.28	172.36	21.54	6.38	2.69	1.38	37.23	181.81	199.07	106.92	35.80	29.42	65.74	33.83	38.75	46.85	33.70	3.01	2.70	3.15	4.37	46.28							S1878   S1878	Carrington
Cartan	15	4.20	59.30	7.5	7500	12.45	15.00	9.63	3.69		2.36	2.414	5.00	0.00	0.56	3.97		0.00	0.00	0.00	0.06	0.18	300.00	37.50	11.11	4.69	2.40	23.62	52.24	57.32	19.48	17.82	14.96	30.36	14.61	16.33	19.08	14.17	0.00	1.50	0.00	2.04	4.79							IAU1976	Cartan
Carver	59	-43.00	126.90	29.5	29500	50.74	48.04	34.65	30.45		3.56	2.710	16.01	2932.55	1.20	14.12		0.00	12.71	67.98	0.15	0.44	284.31	35.54	10.53	4.44	2.27	118.43	442.16	483.17	405.52	70.69	56.92	139.68	76.77	90.04	112.55	78.48	5.35	4.80	8.70	9.20	423.25	Nectarian	2	Possibly Lower Imbrian 	PC			IAU1970	Carver
Carver K	60	-46.20	128.50	30.0	30000	51.60	48.74	35.19	31.10		3.58	2.715	16.25	3048.64	1.21	14.32		0.00	12.97	70.53	0.15	0.45	287.87	35.98	10.66	4.50	2.30	121.45	450.40	492.14	417.66	71.89	57.87	142.32	78.35	91.94	115.03	80.15	5.43	4.87	8.88	9.37	447.18							AW82	Carver K
Carver L	33	-45.20	127.80	16.5	16500	28.38	29.32	20.13	14.74		2.99	2.068	9.77	766.20	0.95	8.69		0.59	5.98	19.05	0.10	0.30	184.96	23.12	6.85	2.89	1.48	44.65	209.93	229.80	131.44	39.40	32.29	73.10	37.98	43.64	53.00	37.96	3.27	2.93	3.75	4.86	63.21	Upper Imbrian	4		GHM 2			AW82	Carver L
Carver M	76	-45.00	126.80	38.0	38000	65.36	59.58	43.90	41.78		3.84	2.780	19.86	5263.28	1.33	17.45		0.00	17.11	118.37	0.17	0.52	342.90	42.86	12.70	5.36	2.74	170.14	574.45	627.25	622.19	91.19	72.88	185.21	104.33	123.45	156.26	107.70	6.64	5.96	11.75	12.15	969.27	pre-Nectarian	1		W&B09			AW82	Carver M
Casatus	108	-72.80	-29.50	54.0	54000	92.88	80.32	60.96	64.80		4.27	2.879	26.77	11851.84	1.53	23.40		0.00	25.40	255.53	0.00	0.00	444.73	55.59	16.47	6.95	3.56	267.14	784.54	855.74	1070.41	129.86	102.70	273.98	159.69	191.32	246.40	167.10	8.95	8.03	17.23	17.87	3060.98	pre-Nectarian	1		GHM 2			VL1645  R1651	Casatus
Casatus A	56	-73.00	-38.90	28.0	28000	48.16	45.96	33.00	28.53		3.51	2.429	15.32	2599.51	1.18	13.51		0.00	11.93	60.64	0.14	0.43	273.54	34.19	10.13	4.27	2.19	109.43	417.12	455.87	369.65	67.07	54.10	131.79	72.07	84.37	105.19	73.53	5.12	4.60	8.15	8.68	356.80							NLF?	Casatus A
Casatus C	17	-72.20	-30.20	8.5	8500	14.11	16.68	10.83	4.60		2.45	2.716	5.56	0.00	0.73	4.99		0.16	1.83	4.46	0.06	0.19	113.21	14.15	4.19	1.77	0.91	10.98	67.19	73.69	27.21	20.22	16.90	34.91	17.00	19.09	22.44	16.57	0.00	1.67	0.00	2.34	7.21							NLF?	Casatus C
